REGION,SUBREGION,country,LOCATION,lat,lon,MONTH,year,DEPTH,bleaching_severity,percentage_affected,id
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,8,2005,17.85m,HIGH,100%,424
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,8,2005,18.9m,HIGH,75%,425
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,8,2005,9m,Medium,60%,426
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,8,2005,4.6m,Low,11.11%,427
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,8,2005,8.8m,Medium,50%,428
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,8,2005,8.95m,Medium,50%,429
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,8,2005,8.65m,Medium,50%,430
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,8,2005,9.6m,Medium,33.33%,431
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,8,2005,9.3m,Medium,42.86%,432
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,3,2005,3.35m,Low,8.33%,433
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,3,2005,8.85m,No Bleaching,0%,434
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,11,2004,0m,Low,32%,435
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,11,2004,0m,No Bleaching,0%,436
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,11,2004,3.7m,Medium,33.33%,437
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,11,2004,6.55m,HIGH,66.67%,438
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,2,2005,19.05m,No Bleaching,0%,439
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,2,2005,10.55m,Low,11.11%,440
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,2,2005,5.5m,No Bleaching,0%,441
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,2,2005,3.5m,No Bleaching,0%,442
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,2,2005,3m,Low,11.54%,443
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,10,2004,3.7m,Medium,37.50%,444
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,10,2004,3.7m,Medium,55.56%,445
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,10,2004,9.9m,Medium,37.50%,446
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,10,2004,9.9m,Medium,52.38%,447
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,3,2006,5.05m,No Bleaching,0%,448
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,3,2006,5.2m,No Bleaching,0%,449
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,3,2006,18.15m,Medium,50%,450
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,3,2006,17.9m,Low,25%,451
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,3,2006,10.25m,Low,11.11%,452
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,9,2005,14m,Low,24.32%,453
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,10,2004,12m,Low,7.69%,454
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,10,2004,18m,Medium,45.45%,455
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,10,2004,18.15m,HIGH,66.67%,456
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,10,2004,11.15m,Medium,47.62%,457
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,10,2004,0m,Medium,40%,458
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,11,2004,7.15m,Low,27.78%,459
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,11,2004,4.6m,No Bleaching,0%,460
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,11,2004,8.8m,Medium,60%,461
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,10,2004,17.55m,Medium,65.52%,462
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,10,2004,14.6m,Low,25%,463
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,10,2004,3.5m,Low,25%,464
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,10,2004,3m,Medium,64.71%,465
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2,2005,6.1m,No Bleaching,0%,466
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2,2005,12.5m,No Bleaching,0%,467
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,2,2005,3.5m,No Bleaching,0%,468
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,2,2005,3.45m,No Bleaching,0%,469
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,2,2005,3.75m,Low,7.14%,470
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,2,2005,4.3m,Low,18.18%,471
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,2,2005,9.1m,Medium,36%,472
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,2,2005,9.1m,Low,7.69%,473
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,11,2004,6.1m,HIGH,70%,474
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,11,2004,4.6m,Low,23.08%,475
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,11,2004,4.6m,HIGH,81.82%,476
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2,2005,13.6m,No Bleaching,0%,477
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,2,2005,19.2m,Low,25%,478
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,2,2005,16.65m,Medium,35.71%,479
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,3,2005,17.7m,No Bleaching,0%,480
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,3,2005,12.5m,No Bleaching,0%,481
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,3,2005,9m,Low,8.33%,482
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,3,2005,12.5m,No Bleaching,0%,483
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,8,2005,6.4m,Low,26.32%,484
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,8,2005,7.15m,Medium,36.84%,485
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,8,2005,10.5m,No Bleaching,0%,486
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,8,2005,6.4m,No Bleaching,0%,487
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,6,2005,4.15m,Medium,41.67%,488
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,8,2005,6.7m,Medium,33.33%,489
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,9,2005,18.75m,Low,30%,490
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,9,2005,3.4m,Medium,52.38%,491
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,9,2005,3.4m,Medium,50%,492
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,9,2005,3.85m,Medium,42.86%,493
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,9,2005,12.8m,HIGH,80%,494
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,9,2005,18.6m,Medium,60%,495
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,12,2005,3.55m,No Bleaching,0%,496
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,12,2005,3.4m,No Bleaching,0%,497
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,12,2005,14.35m,Low,25%,498
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,12,2005,15.1m,HIGH,70.59%,499
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,12,2005,12.2m,Low,26.32%,500
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,12,2005,9.45m,Low,30.77%,501
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,12,2005,9.45m,Medium,56.25%,502
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,9,2005,13.4m,HIGH,100%,503
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,9,2005,11.9m,Low,27.27%,504
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,9,2005,12.5m,Medium,35.71%,505
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2,2006,13.4m,Medium,39.13%,506
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,3,2006,8.65m,Low,25%,507
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,3,2006,9.9m,HIGH,71.43%,508
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,3,2006,2.55m,Low,30.77%,509
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,3,2006,2.85m,No Bleaching,0%,510
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,3,2006,12.75m,HIGH,76.92%,511
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,3,2006,12.05m,Low,21.43%,512
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2,2006,6.7m,No Bleaching,0%,513
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2,2006,6.35m,HIGH,77.78%,514
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2,2006,6.3m,Medium,64.29%,515
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,2,2006,8.05m,HIGH,80%,516
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2,2006,13.65m,No Bleaching,0%,517
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,2,2006,3.2m,No Bleaching,0%,518
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2,2006,12.6m,Medium,57.14%,519
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,12,2005,9.9m,Medium,44.44%,520
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,12,2005,6.55m,Low,14.29%,521
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,12,2005,6.55m,HIGH,75%,522
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,12,2005,5.05m,Medium,58.33%,523
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,12,2005,6.55m,Medium,41.67%,524
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,12,2005,13.1m,HIGH,80%,525
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,12,2005,9.75m,Low,20%,526
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,12,2005,8.35m,Medium,35.29%,527
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,5,2005,6.1m,Medium,55.88%,528
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2005,7.45m,Medium,33.33%,529
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2005,7.45m,Low,14.29%,530
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,5,2005,9.15m,Low,11.54%,531
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2005,18.3m,HIGH,75%,532
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,5,2005,6.1m,Medium,37.50%,533
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,5,2005,5.8m,Low,25%,534
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,5,2005,8.05m,Medium,38.46%,535
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,5,2005,10.4m,Medium,47.06%,536
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,6,2005,10.35m,Medium,35.29%,537
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,6,2005,8.65m,Low,16.67%,538
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,6,2005,18m,Medium,38.89%,539
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2005,5.8m,HIGH,66.67%,540
Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2005,9.1m,HIGH,66.67%,541
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.65963,-87.71564,6,2006,15.05m,Low,8%,542
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66717,-87.71726,3,2006,5.75m,Medium,60%,543
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66723,-87.71551,3,2006,10.55m,Medium,33.33%,544
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66717,-87.71423,3,2006,14.7m,Medium,42.86%,545
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.724,-87.69676,3,2006,9.1m,Medium,34.48%,546
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.68064,-87.71131,3,2006,14.35m,HIGH,85.71%,547
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63434,-87.71993,5,2005,9.45m,No Bleaching,0%,548
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63434,-87.71993,5,2005,9.8m,Low,16.67%,549
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66717,-87.71423,5,2005,16.1m,Medium,33.33%,550
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.65949,-87.71653,5,2005,11.3m,Medium,33.33%,551
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.68681,-87.70937,6,2005,16m,Low,11.90%,552
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,6,2005,19.55m,Medium,47.37%,553
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63451,-87.72215,6,2005,5.35m,Medium,33.33%,554
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63451,-87.72215,6,2005,5.5m,Medium,50%,555
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63451,-87.72215,6,2005,4.6m,Medium,60%,556
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,6,2005,19.8m,Medium,44.44%,557
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,6,2005,17.85m,Low,31.03%,558
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,6,2005,17.7m,Medium,41.18%,559
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.71956,-87.69773,6,2005,17.7m,Low,23.81%,560
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,6,2005,17.55m,Low,20%,561
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63451,-87.72215,8,2005,4m,No Bleaching,0%,562
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,8,2005,19.35m,Low,6.67%,563
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.71956,-87.69773,8,2005,18.75m,Low,13.04%,564
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66723,-87.71551,8,2005,10.7m,Medium,33.33%,565
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,9,2005,17m,Low,5.26%,566
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.70703,-87.70684,9,2005,5.2m,Low,23.53%,567
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66717,-87.71726,9,2005,5.55m,No Bleaching,0%,568
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66717,-87.71726,8,2005,5.2m,No Bleaching,0%,569
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.66717,-87.71726,8,2005,5.05m,Low,28.57%,570
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63434,-87.71993,8,2005,9.1m,Low,25%,571
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63434,-87.71993,8,2005,9.1m,Medium,42.86%,572
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,8,2005,17.7m,Medium,47.06%,573
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.63473,-87.71884,8,2005,19.6m,Low,25%,574
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.68084,-87.71415,8,2005,5.5m,No Bleaching,0%,575
Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.68084,-87.71415,8,2005,5.05m,No Bleaching,0%,576
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2006,18.05m,Medium,33.33%,577
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,10,2004,4.6m,Medium,40%,578
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,10,2004,4.6m,Low,20%,579
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,10,2004,9.7m,Medium,44.44%,580
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,10,2004,4.6m,Low,27.27%,581
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,10,2004,4.6m,Low,30%,582
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,10,2004,9.9m,Low,18.18%,583
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,10,2004,10.7m,HIGH,72.73%,584
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,11,2004,0m,Medium,40%,585
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,11,2004,0m,Low,18.18%,586
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,11,2004,6.85m,Medium,41.67%,587
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,10,2004,13.7m,Low,10%,588
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,10,2004,12.2m,Medium,65.22%,589
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,3,2005,8.95m,Low,22.22%,590
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,2,2005,7.8m,No Bleaching,0%,591
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,2,2005,7.8m,No Bleaching,0%,592
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2006,18.6m,HIGH,66.67%,593
Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2006,17.6m,Medium,61.54%,594
